UserMail,ExperimentNo,SampleNo,ModNo,O,C,E,A,N,TimeSeconds,CheckBoxes
user29,2,48,0,0,-2,0,-3,-1,7,0
user29,2,49,0,0,0,0,0,0,5,0
user31,2,0,0,-2,1,-2,-2,2,47,1100000
user31,2,1,0,2,2,3,-1,-3,28,1110000
user31,2,2,0,1,-2,-1,1,1,29,1100000
user31,2,3,0,3,3,3,3,-3,138,1110001
user31,2,4,0,0,2,1,-2,1,22,1110000
user31,2,5,0,-1,1,2,-2,-1,24,110000
user31,2,6,0,1,2,2,2,1,24,1100000
user31,2,7,0,2,2,3,2,-2,36,1110000
user31,2,8,0,2,1,2,2,1,20,1101000
user31,2,9,0,-1,1,1,-1,2,24,1100000
user31,2,10,0,2,2,2,-1,1,27,1010100
user31,2,11,0,1,2,2,3,-2,38,1110100
user31,2,12,0,-1,1,1,2,-1,22,100
user31,2,13,0,1,-1,2,-2,2,27,1100100
user31,2,14,0,1,1,3,-3,2,22,1010000
user31,2,15,0,1,2,-1,1,-2,36,1100000
user31,2,16,0,0,-1,-1,-2,1,24,10001
user31,2,17,0,1,2,2,-2,-1,29,1100000
user31,2,18,0,1,2,2,-2,-1,23,1110100
user31,2,19,0,1,1,-3,2,-1,43,1110000
user31,2,20,0,-1,-3,-1,1,2,28,1010000
user31,2,21,0,-2,-1,-1,-1,-1,18,1100000
user31,2,22,0,1,1,2,-1,1,21,1000000
user31,2,23,0,-2,2,2,-1,-1,201,1010000
user31,2,24,0,3,3,3,2,-3,107,1110100
user31,2,25,0,0,-2,-1,-1,2,22,1100000
user31,2,26,0,1,2,2,3,-2,25,1010000
user31,2,27,0,2,2,2,-2,1,36,1110000
user31,2,28,0,1,1,2,-1,-2,22,100
user31,2,29,0,1,1,2,-2,1,35,1010000
user31,2,30,0,-1,2,-2,2,-2,19,1110000
user31,2,31,0,1,1,1,-2,-2,18,1010000
user31,2,32,0,1,2,-2,2,-2,33,1010000
user31,2,33,0,1,-1,1,1,1,43,1010000
user31,2,34,0,0,0,-1,-2,1,32,1110001
user31,2,35,0,3,3,3,3,-3,98,1100100
user31,2,36,0,1,2,-1,2,-2,28,100011
user31,2,37,0,0,-2,-1,-1,1,23,1100000
user31,2,38,0,1,-2,2,-1,1,24,110100
user31,2,39,0,-1,1,2,-3,2,33,1010000
user31,2,40,0,-1,1,-1,-2,1,23,1110000
user31,2,41,0,-1,-1,-2,2,0,28,1100000
user31,2,42,0,0,-1,1,-2,1,26,1010000
user31,2,43,0,-1,1,1,-3,-2,28,1100100
user31,2,44,0,-1,-2,-3,1,-2,20,100000
user31,2,45,0,1,2,3,2,2,27,1110100
user31,2,46,0,0,-2,-2,-1,2,24,110000
user31,2,47,0,1,1,2,1,-1,20,1110100
user31,2,48,0,-1,-2,-2,-1,1,25,100101
user31,2,49,0,-1,1,2,-2,1,16,1100100
user32,2,38,0,0,1,0,2,-3,64,1010000
user33,2,0,0,0,0,0,0,1,26,0
user33,2,1,0,0,0,0,0,1,17,0
user33,2,2,0,0,0,0,0,1,15,0
user33,2,3,0,0,0,1,1,0,24,0
user33,2,4,0,0,0,0,-1,0,20,0
user33,2,5,0,0,1,0,0,0,42,0
user33,2,6,0,0,0,1,1,0,12,0
user33,2,7,0,0,0,1,2,0,17,0
user33,2,8,0,0,0,1,1,0,26,0
user33,2,9,0,0,0,1,0,-1,95,0
user33,2,10,0,1,0,1,1,0,26,0
user33,2,11,0,0,2,0,0,0,44,0
user33,2,12,0,0,1,0,1,0,25,0
user33,2,13,0,0,0,1,0,1,38,0
user33,2,14,0,0,0,0,-1,0,29,0
user33,2,15,0,0,0,1,0,0,35,0
user33,2,16,0,0,0,-1,0,0,25,0
user33,2,17,0,0,0,0,0,-1,616,0
user33,2,18,0,0,0,1,0,-1,38,0
user33,2,19,0,0,0,-1,0,0,67,0
user33,2,20,0,0,-1,0,0,0,20,0
user33,2,21,0,0,0,0,0,-1,37,0
user33,2,22,0,1,0,0,-1,0,18,0
user33,2,23,0,0,0,0,-1,0,13,0
user33,2,24,0,0,1,0,1,0,36,0
user33,2,25,0,0,0,1,1,0,35,0
user33,2,26,0,0,0,1,1,0,12,0
user33,2,27,0,0,0,0,-1,0,29,0
user33,2,28,0,0,0,1,2,0,23,0
user33,2,29,0,0,0,1,1,0,18,0
user33,2,30,0,-1,0,-1,0,-1,92,0
user33,2,31,0,0,0,0,1,0,16,0
user33,2,32,0,0,0,0,0,1,40,0
user33,2,33,0,0,1,0,0,0,25,0
user33,2,34,0,0,0,-1,0,0,37,0
user33,2,35,0,0,0,0,-1,0,39,0
user33,2,36,0,0,1,0,0,0,29,0
user33,2,37,0,0,0,-1,0,0,53,0
user33,2,38,0,0,0,-1,0,0,14,0
user33,2,39,0,0,0,0,0,1,34,0
user33,2,40,0,0,0,0,0,1,29,0
user33,2,41,0,0,0,0,0,-1,28,0
user33,2,42,0,0,0,0,-1,0,12,0
user33,2,43,0,0,0,1,0,0,31,0
user33,2,44,0,0,0,0,0,1,16,0
user33,2,45,0,0,0,1,1,0,12,0
user33,2,46,0,0,0,0,0,1,14,0
user33,2,47,0,0,0,1,1,0,27,0
user33,2,48,0,0,0,1,1,0,19,0
user33,2,49,0,0,0,1,1,0,22,0
user34,2,9,0,-3,0,-2,-1,0,34,0
user34,2,25,0,-1,3,-1,1,1,32,0
user34,2,28,0,3,3,3,2,1,28,0
user34,2,42,0,-2,-3,2,-3,3,30,0
user34,2,48,0,2,2,2,3,-3,62,0
user37,2,0,0,0,2,-2,-2,-2,17,0
user37,2,1,0,0,-2,-1,2,-1,53,0
user37,2,2,0,1,0,-3,2,2,25,0
user37,2,3,0,0,1,-2,-3,3,123,0
user37,2,4,0,-2,1,-1,-3,-3,34,0
user37,2,5,0,-2,3,-3,-1,1,42,0
user37,2,6,0,-1,1,1,1,-1,64,0
user37,2,7,0,1,1,2,-2,-3,45,0
user37,2,8,0,2,-2,3,1,2,96,0
user37,2,9,0,0,3,-1,-3,-2,31,0
user37,2,10,0,-1,2,1,2,-2,30,0
user37,2,14,0,2,-2,3,1,1,46,0
user37,2,15,0,-1,-2,-2,-1,1,21,0
user37,2,16,0,0,2,0,-1,-2,22,0
user37,2,17,0,3,-2,2,-3,2,33,0
user37,2,18,0,2,-2,3,1,1,23,0
user37,2,19,0,-3,2,-3,-3,-2,32,0
user37,2,20,0,-1,3,-2,-2,-3,21,0
user37,2,21,0,-3,2,1,-3,1,24,0
user37,2,22,0,2,-2,3,-3,1,127,0
user37,2,25,0,0,3,1,-1,-1,39,0
user37,2,26,0,-2,3,-3,-3,-1,43,0
user37,2,27,0,1,2,3,3,-2,17,0
user37,2,28,0,1,3,2,1,-3,20,0
user37,2,29,0,2,2,3,2,1,52,0
user37,2,30,0,-1,2,-2,-2,-1,35,0
user37,2,31,0,1,2,0,1,-2,23,0
user37,2,32,0,-1,2,-2,-2,-1,23,0
user37,2,35,0,-2,3,-2,-3,-3,29,0
user37,2,36,0,-2,2,-2,3,2,44,0
user37,2,37,0,0,0,0,0,0,11,0
user37,2,38,0,-1,2,-3,0,1,25,0
user37,2,40,0,-3,3,-2,-2,-3,179,0
user37,2,42,0,1,-3,1,-2,2,54,0
user37,2,43,0,1,1,2,-3,-3,30,0
user37,2,44,0,1,3,-2,1,-3,28,0
user37,2,45,0,1,-2,3,3,0,19,0
user37,2,46,0,-2,3,-1,-3,-2,20,0
user37,2,47,0,3,2,3,1,-2,10542,0
user37,2,48,0,0,2,-2,1,-2,27,0
user40,2,0,0,-3,0,-3,3,-3,21,0
user40,2,1,0,0,0,0,0,0,11,0
user40,2,2,0,-2,1,-2,1,-2,23,0
user40,2,3,0,3,3,3,-3,3,18,0
user40,2,4,0,-3,3,3,-3,3,113,0
user40,2,5,0,-3,0,-3,0,-3,22,0
user40,2,6,0,0,0,-1,1,1,24,0
user40,2,7,0,0,0,0,0,0,14,0
user40,2,8,0,3,-3,3,-3,3,29,0
user40,2,9,0,0,0,0,0,0,21,0
user40,2,10,0,2,1,2,-2,1,16,0
user40,2,11,0,3,3,3,-3,3,19,0
user40,2,12,0,-1,0,-1,0,-2,19,0
user40,2,13,0,-1,-1,1,1,1,21,0
user40,2,14,0,2,1,3,1,1,23,0
user40,2,15,0,0,0,0,0,0,20,0
user40,2,16,0,0,0,2,1,0,41,0
user40,2,17,0,3,3,3,-3,3,27,0
user40,2,18,0,1,0,3,2,1,27,0
user40,2,19,0,-3,0,-3,3,-3,23,0
user40,2,20,0,3,0,-3,3,3,32,0
user40,2,21,0,3,0,3,-3,3,15,0
user40,2,22,0,3,3,3,-3,3,15,0
user40,2,23,0,-2,0,2,-1,1,21,0
user40,2,24,0,0,0,0,0,0,22,0
user40,2,25,0,3,0,3,0,3,17,0
user40,2,26,0,0,2,2,2,0,24,0
user40,2,27,0,3,3,3,-3,3,14,0
user40,2,28,0,1,1,2,1,1,21,0
user40,2,29,0,3,3,3,-3,3,20,0
user40,2,30,0,-3,0,3,0,0,23,0
user40,2,31,0,3,3,3,-3,3,17,0
user40,2,32,0,-3,3,-3,3,-3,24,0
user40,2,33,0,1,0,0,1,0,40,0
user40,2,34,0,-3,0,-3,3,-3,236,0
user40,2,35,0,0,0,3,0,0,21,0
user40,2,36,0,-3,0,-3,0,0,34,0
user40,2,37,0,0,0,0,0,0,16,0
user40,2,38,0,-3,0,-3,3,-3,26,0
user40,2,39,0,3,0,3,-3,2,26,0
user40,2,40,0,-1,0,-2,2,-2,16,0
user40,2,41,0,0,0,-2,1,2,18,0
user40,2,42,0,-2,0,2,-2,1,17,0
user40,2,43,0,0,0,3,0,3,24,0
user40,2,44,0,0,0,0,0,0,12,0
user40,2,45,0,3,3,3,-3,3,23,0
user40,2,46,0,0,0,0,0,0,240,0
user40,2,47,0,3,3,3,-3,3,14,0
user40,2,48,0,0,0,0,0,0,16,0
user40,2,49,0,-3,0,-3,0,-3,28,0
user41,2,8,0,0,0,0,1,-1,23,0
user41,2,40,0,0,1,1,-1,0,92,0
user43,2,0,0,-1,1,-1,0,-1,24,1110100
user43,2,1,0,1,-1,1,-1,1,44,1110100
user43,2,2,0,-3,2,-2,1,-2,27,1111100
user43,2,3,0,1,-1,2,2,1,26,1111100
user43,2,4,0,-1,0,1,1,1,40,1110100
user43,2,5,0,-1,2,1,0,-2,22,1110100
user43,2,6,0,1,1,1,3,-1,24,1110100
user43,2,7,0,-1,1,1,2,-2,22,1110100
user43,2,8,0,2,0,2,2,-2,4273,1111100
user43,2,9,0,-2,0,-3,1,-3,50,1110100
user43,2,10,0,1,2,2,1,-2,26,1110100
user43,2,11,0,-2,2,0,0,-2,35,1110100
user43,2,12,0,-1,1,-1,1,1,2792,1110100
user43,2,13,0,2,1,0,2,-1,31,1110100
user43,2,14,0,0,0,2,-2,0,126,1110110
user43,2,15,0,-2,2,-1,1,2,40,1110100
user43,2,16,0,-1,1,1,-1,-1,38,1110100
user43,2,17,0,-2,1,1,-1,-2,29,1110100
user43,2,18,0,0,1,2,-1,1,25,1110100
user43,2,19,0,-3,1,-2,1,-3,100,1110100
user43,2,20,0,1,-1,-2,1,2,106,1110100
user43,2,21,0,-1,2,1,-1,-1,284,1110100
user43,2,22,0,0,2,2,-2,1,40,1110100
user43,2,23,0,-1,1,2,-2,2,45,1110100
user43,2,24,0,-2,1,2,1,-2,33,1110100
user43,2,25,0,1,1,1,2,-1,41,1110100
user43,2,26,0,2,1,-1,-1,1,38,1111100
user43,2,27,0,-1,-1,-1,-2,1,101,1110000
user43,2,28,0,1,2,2,-1,0,36,1111100
user43,2,29,0,-1,1,1,-1,1,23,1110100
user43,2,30,0,-2,-1,-2,1,1,55,1110100
user43,2,31,0,1,0,2,-1,-1,30,1110100
user43,2,32,0,-2,1,-1,1,-2,253,1110100
user43,2,33,0,-1,1,-1,1,-1,31,1111100
user43,2,34,0,-1,1,1,-1,-1,55,1111100
user43,2,35,0,-2,1,2,-1,-2,30,1110100
user43,2,36,0,0,1,-1,2,-2,23,1110100
user43,2,37,0,-2,1,-1,1,-1,70,1110100
user43,2,38,0,-2,2,-1,-1,-2,26,1110100
user43,2,39,0,2,-1,2,1,1,42,1110100
user43,2,40,0,-2,0,1,1,-2,63,1110100
user43,2,41,0,-2,2,-2,1,-3,30,1111100
user43,2,42,0,-2,1,-1,-1,0,109,1110100
user43,2,43,0,-2,1,1,-2,1,41,1110100
user43,2,44,0,-2,1,-1,1,-1,32,1110100
user43,2,45,0,1,1,2,1,-1,225,1110100
user43,2,46,0,0,1,-1,0,2,61,1110100
user43,2,47,0,-2,1,1,-1,1,734,1110100
user43,2,48,0,-2,1,-2,2,-2,28,1110100
user43,2,49,0,-2,1,-2,1,-1,26,1110100
user44,2,14,0,0,3,2,-2,-2,9999,1100000
user0,2,49,0,-3,1,0,0,0,114,0
user45,2,0,0,-1,1,0,-2,0,47,1110000
user45,2,1,0,-1,0,-1,-1,2,37,1110000
user45,2,2,0,0,1,1,3,-1,25,1010100
user45,2,3,0,0,0,1,-1,2,35,1010000
user45,2,4,0,-1,1,2,-3,1,24,1100100
user45,2,5,0,-2,2,-1,-1,-1,30,1101100
user45,2,6,0,0,0,2,-1,2,62,1100000
user45,2,7,0,-1,2,-1,0,0,32,1111000
user45,2,8,0,0,-1,2,1,2,31,1011000
user45,2,9,0,-3,2,-1,-2,0,47,1001100
user45,2,10,0,-2,-1,-2,3,2,37,1101100
user45,2,11,0,-1,2,1,-3,-3,39,1100100
user45,2,12,0,-1,1,-1,0,-3,35,1100000
user45,2,13,0,1,-1,0,0,2,34,1000100
user45,2,14,0,2,3,3,-2,0,23,1110000
user45,2,15,0,0,0,-1,-1,1,30,1100000
user45,2,16,0,0,2,-1,0,-3,59,1100000
user45,2,17,0,-1,2,-1,-1,0,41,1010100
user45,2,18,0,0,-1,1,-3,1,25,1110000
user45,2,19,0,0,-3,-1,0,1,30,1100000
user45,2,20,0,0,-1,-3,0,2,23,1100000
user45,2,21,0,-1,-1,1,1,1,30,1110100
user45,2,22,0,1,-1,1,-1,2,46,1110000
user45,2,23,0,-3,0,2,-1,-1,27,1100000
user45,2,24,0,0,2,-3,0,-2,36,1110000
user45,2,25,0,0,1,1,3,0,37,1100000
user45,2,26,0,0,1,1,0,2,27,1110000
user45,2,27,0,0,-2,3,-2,2,22,1010000
user45,2,28,0,1,1,2,0,1,31,1000100
user45,2,29,0,0,-2,-2,3,3,36,10000
user45,2,30,0,0,3,1,0,-1,22,1100000
user45,2,31,0,0,-1,3,-1,2,32,1101100
user45,2,32,0,2,3,0,2,-1,34,1001100
user45,2,33,0,0,3,-1,0,-3,21,1100000
user45,2,34,0,0,-1,0,-2,2,53,1000000
user45,2,35,0,2,2,-2,3,-3,64,1101100
user45,2,36,0,0,1,-3,3,-2,30,1100000
user45,2,37,0,0,-1,-3,0,0,40,1100000
user45,2,38,0,0,3,0,-1,-3,25,1110000
user45,2,39,0,-1,-1,-1,-2,2,28,1110000
user45,2,40,0,0,-1,-2,2,1,29,1010000
user45,2,41,0,0,-2,-2,1,2,21,1010000
user45,2,42,0,0,1,1,-3,3,40,1110000
user45,2,43,0,2,0,3,-3,2,37,1100000
user45,2,44,0,0,-1,-3,0,1,39,1010000
user45,2,45,0,1,0,3,-2,1,36,1100000
user45,2,46,0,-1,3,-1,1,-3,46,1100000
user45,2,47,0,0,-1,1,-2,1,34,1010000
user45,2,48,0,0,1,1,0,-3,38,1110000
user45,2,49,0,-1,1,2,3,0,29,1001100
user46,2,0,0,-3,3,2,1,-3,29,0
user46,2,1,0,-3,2,2,2,-1,23,0
user46,2,7,0,-3,3,2,0,-2,16,0
user46,2,8,0,2,3,2,-2,0,46,0
user46,2,9,0,-3,0,1,-1,1,19,0
user46,2,11,0,-1,3,3,0,-1,27,0
user46,2,18,0,-3,0,1,-2,1,26,0
user46,2,22,0,-3,3,0,-2,1,24,0
user46,2,23,0,-2,0,2,-1,1,17,0
user46,2,26,0,-2,0,2,3,-2,12,0
user46,2,27,0,-1,-1,1,-3,1,16,0
user46,2,30,0,0,3,3,3,-3,10,0
user46,2,31,0,-1,3,2,2,-3,55,0
user46,2,36,0,-3,3,2,1,-3,12,0
user46,2,42,0,-1,0,1,-3,1,13,0
user46,2,43,0,-3,0,-1,-2,0,14,0
user46,2,44,0,-2,2,0,0,-2,26,0
user46,2,45,0,2,3,3,-1,0,15,0
user46,2,48,0,-3,-1,0,0,0,13,0
user46,2,49,0,-3,0,1,3,-3,14,0
user47,2,0,0,0,3,0,-1,-3,46,0
user47,2,1,0,3,0,3,-1,0,40,1110100
user47,2,2,0,0,2,1,3,-3,35,1110000
user47,2,3,0,1,-1,3,-1,3,57,1111000
user47,2,4,0,-1,-1,1,-2,3,42,1110100
user47,2,5,0,-1,3,0,-3,-2,34,1110000
user47,2,6,0,2,0,-1,3,0,35,1110100
user47,2,7,0,1,0,3,-1,1,124,1110100
user47,2,8,0,3,0,3,0,0,33,0
user47,2,9,0,-2,0,0,-3,3,31,1110000
user47,2,10,0,0,-2,3,-1,2,36,1110000
user47,2,11,0,-1,1,-1,-1,0,38,0
user47,2,12,0,1,0,3,-1,-1,34,1110100
user47,2,13,0,3,-3,3,-1,3,37,1110100
user47,2,14,0,-2,0,0,-3,3,24,0
user47,2,15,0,0,1,-1,-2,-3,28,0
user47,2,16,0,0,2,-1,0,-2,33,1110000
user47,2,17,0,0,0,3,-3,3,22,0
user47,2,18,0,2,2,3,2,-1,29,0
user47,2,19,0,0,0,-1,-2,1,48,1110000
user47,2,20,0,0,0,-2,2,-1,36,1110000
user47,2,21,0,-1,2,3,-2,-2,135,1110000
user47,2,22,0,0,-1,3,-2,3,33,1110000
user47,2,23,0,0,-2,3,-3,3,35,1110000
user47,2,24,0,1,0,0,-2,-1,46,0
user47,2,25,0,0,2,-3,2,-2,25,0
user47,2,26,0,1,2,2,2,-2,33,0
user47,2,27,0,3,-2,3,-1,3,29,0
user47,2,28,0,2,0,3,3,-1,30,0
user47,2,29,0,0,-2,0,-2,3,30,1110000
user47,2,30,0,2,0,2,1,-1,30,0
user47,2,31,0,-2,3,1,-3,1,52,0
user47,2,32,0,0,0,1,-1,1,33,1110000
user47,2,33,0,0,1,0,-2,3,27,0
user47,2,34,0,0,-3,0,-3,3,32,1110000
user47,2,35,0,2,2,2,2,-3,28,0
user47,2,36,0,1,1,-2,3,-2,54,1110100
user47,2,37,0,-2,0,-1,-2,-1,34,1110000
user47,2,38,0,0,-1,-1,-3,2,32,1110000
user47,2,39,0,1,0,3,-2,3,39,1110100
user47,2,40,0,0,3,-2,3,-3,44,1110000
user47,2,41,0,1,0,-2,-1,1,33,0
user47,2,42,0,0,2,-2,-2,3,64,0
user47,2,43,0,-1,0,3,-2,1,39,1110100
user47,2,44,0,-1,3,-3,1,-3,28,0
user47,2,45,0,2,-2,3,-2,3,48,1110100
user47,2,46,0,0,3,0,-3,-1,35,1110000
user47,2,47,0,-2,3,3,-1,2,36,1110100
user47,2,48,0,0,1,-1,2,-3,31,1110000
user47,2,49,0,2,0,1,2,-3,33,0
user48,2,5,0,-1,1,2,-2,-1,295,1110000
user48,2,10,0,-1,-1,2,-2,-1,65,1110000
user48,2,12,0,-3,0,-2,0,1,60,1000100
user48,2,25,0,2,-1,3,-3,1,59,1110000
user48,2,30,0,-3,2,-2,2,-3,47,11100
user48,2,31,0,1,0,-1,1,0,57,1101100
user49,2,0,0,-1,1,0,-1,-1,156,1000000
user49,2,1,0,-2,2,0,-1,-2,31,1111100
user49,2,2,0,2,1,-3,3,-2,25,1010000
user49,2,3,0,0,1,1,2,1,32,1110000
user49,2,4,0,-1,2,1,1,-2,26,1111100
user49,2,5,0,-1,2,-2,-1,-1,25,1010000
user49,2,6,0,-1,1,-2,3,-1,28,1110100
user49,2,7,0,-1,1,3,2,-1,19,1111000
user49,2,8,0,2,-2,1,-3,2,33,1111100
user49,2,9,0,-1,2,-2,1,-2,20,1110000
user49,2,10,0,0,-1,-1,-1,1,25,1110000
user49,2,11,0,-2,2,2,-2,-2,30,1111100
user49,2,12,0,-2,3,-1,2,-2,16,1111100
user49,2,13,0,1,-2,1,-3,1,69,1100100
user49,2,14,0,1,1,2,-2,1,14,0
user49,2,15,0,1,0,-2,-1,1,130,1111100
user49,2,16,0,-1,-1,-2,0,1,39,1111000
user49,2,17,0,1,0,-1,-1,-1,20,1110000
user49,2,18,0,2,-1,2,2,-1,34,1110000
user49,2,19,0,0,1,0,1,1,94,1010000
user49,2,20,0,-1,-1,-3,0,3,43,1110000
user49,2,21,0,-1,1,1,1,-1,114,1111000
user49,2,22,0,1,-1,3,-3,0,21,1000000
user49,2,23,0,-1,-1,-1,-2,1,77,1110100
user49,2,24,0,2,1,1,2,-2,30,1110100
user49,2,25,0,1,1,1,-2,1,35,1000000
user49,2,26,0,1,1,-1,2,-1,77,1110100
user49,2,27,0,1,-1,3,-3,1,27,1100000
user49,2,28,0,1,2,1,-1,-2,23,1100000
user49,2,29,0,2,-1,2,-2,1,22,1110000
user49,2,30,0,-1,2,3,1,-2,23,1110000
user49,2,31,0,1,-2,1,-3,1,25,1111100
user49,2,32,0,-1,-1,-2,1,-2,37,1110000
user49,2,33,0,-1,1,-1,0,-1,28,1110000
user49,2,34,0,1,-1,-2,-1,1,22,1111100
user49,2,35,0,1,2,3,2,-2,48,1100000
user49,2,36,0,0,1,-1,2,-1,28,1110000
user49,2,37,0,-1,-1,-1,-1,2,50,1111000
user49,2,38,0,1,1,-2,1,-2,86,1111100
user49,2,39,0,1,-2,-2,3,2,23,1110000
user49,2,40,0,1,-1,2,0,1,27,1111000
user49,2,41,0,1,3,2,2,-2,27,1000000
user49,2,42,0,1,-1,-1,-3,2,27,0
user49,2,43,0,-1,-1,2,-2,2,22,1111000
user49,2,44,0,-2,1,-1,1,-1,19,1110000
user49,2,45,0,-2,-2,2,-3,1,27,1110000
user49,2,46,0,1,2,1,-2,-2,20,1110100
user49,2,47,0,-2,1,1,-2,-1,25,1110100
user49,2,48,0,-2,2,-2,2,-3,40,1110000
user49,2,49,0,0,-1,-2,-2,2,22,1010000
user50,2,0,0,1,1,-2,0,-3,36,1100000
user50,2,1,0,1,3,-1,-1,-2,21,0
user50,2,2,0,-1,2,-2,1,-1,28,1011100
user50,2,3,0,2,1,3,-1,1,36,1011000
user50,2,4,0,-1,1,3,-2,1,35,0
user50,2,5,0,-1,1,1,-2,1,33,1000100
user50,2,6,0,-1,1,1,2,2,25,1110000
user50,2,7,0,2,2,2,-3,1,20,0
user50,2,8,0,1,-2,2,1,1,23,1001100
user50,2,9,0,-2,2,1,-3,0,74,0
user50,2,10,0,-1,1,-1,2,-1,49,100100
user50,2,11,0,-1,1,2,-1,-2,19,1100100
user50,2,12,0,-2,2,-2,1,-1,33,0
user50,2,13,0,1,-1,-1,3,-2,36,0
user50,2,14,0,2,1,3,-1,0,26,1010000
user50,2,15,0,0,3,-1,0,-3,23,1100000
user50,2,16,0,-1,1,-3,-1,-1,26,1100000
user50,2,17,0,1,3,1,-2,-1,35,0
user50,2,18,0,2,2,2,-1,0,41,1010000
user50,2,19,0,0,-1,-2,0,0,30,1110000
user50,2,20,0,0,1,-3,1,2,26,1010000
user50,2,21,0,0,1,-1,0,-2,30,0
user50,2,22,0,2,-1,-2,1,-1,22,0
user50,2,23,0,1,2,2,-3,0,23,0
user50,2,24,0,-1,1,-2,2,-3,31,0
user50,2,25,0,1,-1,1,1,2,36,0
user50,2,26,0,1,2,3,1,-1,23,1010000
user50,2,27,0,0,1,2,-2,1,32,0
user50,2,28,0,2,1,2,1,1,33,1101100
user50,2,29,0,0,-2,-1,2,2,20,1111000
user50,2,30,0,1,3,2,0,-1,26,1100000
user50,2,31,0,1,1,2,0,-1,68,101100
user50,2,32,0,1,0,2,1,-1,33,1010000
user50,2,33,0,0,3,-1,0,-1,30,0
user50,2,34,0,0,-1,-1,-2,1,30,1100000
user50,2,35,0,3,2,3,-1,-2,35,1111100
user50,2,36,0,-1,2,-2,-3,1,30,0
user50,2,37,0,-1,1,-2,-1,1,24,1110000
user50,2,38,0,-2,1,-3,-2,-3,58,1110000
user50,2,39,0,2,0,-3,1,-1,23,1100100
user50,2,40,0,-1,1,2,2,-1,27,1110100
user50,2,41,0,1,-1,-2,-1,1,30,1010000
user50,2,42,0,1,0,2,-2,1,30,0
user50,2,43,0,-1,1,3,-2,1,29,1000100
user50,2,44,0,0,-1,-3,0,2,29,10000
user50,2,45,0,2,1,3,1,1,28,1000000
user50,2,46,0,-1,1,1,-2,-3,29,1010100
user50,2,47,0,2,-2,2,2,2,21,0
user50,2,48,0,1,2,-1,1,-2,23,1100000
user50,2,49,0,-1,1,-2,1,-3,64,1110100
user52,2,0,0,-1,0,-1,-1,1,36,1110100
user52,2,1,0,-2,1,-2,0,-1,31,1110000
user52,2,2,0,-1,1,-1,1,-1,40,1110100
user52,2,3,0,1,0,1,1,-1,30,1111100
user52,2,4,0,1,-1,1,-2,2,32,1110100
user52,2,5,0,-1,-1,-1,-1,1,23,1111100
user52,2,6,0,1,1,1,1,1,34,1111100
user52,2,7,0,-1,1,0,1,-1,39,1100100
user52,2,8,0,1,0,2,2,1,34,1111100
user52,2,9,0,0,-1,2,-2,2,122,1010000
user52,2,10,0,1,1,1,1,-1,25,1111100
user52,2,11,0,0,1,1,-1,-1,41,1110100
user52,2,12,0,0,0,-1,0,0,55,1110100
user52,2,13,0,-1,-2,2,-2,2,52,1110100
user52,2,14,0,2,-1,2,-1,2,30,1110100
user52,2,15,0,1,2,2,2,-2,27,1111100
user52,2,16,0,0,-1,-1,0,2,48,1110100
user52,2,17,0,-1,1,0,0,-1,40,1110100
user52,2,18,0,1,2,2,2,-2,49,1110100
user52,2,19,0,-2,0,-1,1,-1,29,1110000
user52,2,20,0,-1,-2,-2,0,2,33,1110110
user52,2,21,0,0,0,-1,-1,1,39,1110000
user52,2,22,0,1,-1,1,-1,2,28,1110110
user52,2,23,0,-1,-1,2,-1,1,32,1110100
user52,2,24,0,-1,1,-2,1,-1,25,1110000
user52,2,25,0,0,-1,2,0,1,39,1110000
user52,2,26,0,0,0,-2,1,2,101,1110100
user52,2,27,0,1,1,1,1,-1,35,1111100
user52,2,28,0,2,2,2,2,-1,34,1111100
user52,2,29,0,1,-1,1,1,1,39,1111110
user52,2,30,0,-1,1,-1,0,-2,30,1010100
user52,2,31,0,1,0,-1,0,1,35,1001100
user52,2,32,0,-1,1,-1,0,-1,36,1111110
user52,2,33,0,-1,-2,-2,0,2,28,1111000
user52,2,34,0,-2,0,-2,-1,-1,51,1110100
user52,2,35,0,-1,1,1,1,0,32,1111100
user52,2,36,0,-1,0,-1,0,-1,46,1111110
user52,2,37,0,0,1,2,2,-1,31,1111100
user52,2,38,0,0,-2,-2,0,-1,40,1110000
user52,2,39,0,-1,-1,1,-1,1,26,1110100
user52,2,40,0,-1,1,-2,1,-2,26,1110100
user52,2,41,0,-1,-1,-1,0,-1,25,1110100
user52,2,42,0,2,0,2,-2,1,54,1110100
user52,2,43,0,-1,0,1,0,1,40,1110100
user52,2,44,0,0,1,-1,0,-1,35,1110100
user52,2,45,0,1,1,1,1,-2,32,1111100
user52,2,46,0,-2,1,-1,0,-2,40,1110100
user52,2,47,0,0,1,1,1,0,42,1010100
user52,2,48,0,0,1,1,1,-1,35,1110100
user52,2,49,0,1,1,1,1,-1,64,1110100
user53,2,2,0,0,2,-2,2,-2,33,1111100
user53,2,3,0,0,0,3,-3,2,32,1011100
user53,2,14,0,-1,2,2,-2,1,49,1010100
user53,2,15,0,0,3,-2,1,-2,41,1111100
user53,2,18,0,0,-1,1,-1,1,28,1011000
user53,2,23,0,0,3,0,-3,2,26,1110000
user53,2,28,0,0,1,0,-2,1,84,1111100
user53,2,31,0,0,-2,2,-2,2,36,1111100
